"","ara_id","sample_id","collection_date","flow","loq","pathogen","conc","total_pop","ara_name","load","median_7d"
"200",66700,"25_2025_04_18",2025-04-18,19183,32880,"RSV-B",1345.7377,74363,"Laupen",347152.297501446,0
"201",66700,"25_2025_04_23",2025-04-23,21160,32880,"RSV-A",0,74363,"Laupen",0,0
"202",66700,"25_2025_04_23",2025-04-23,21160,32880,"RSV-B",0,74363,"Laupen",0,0
"203",66700,"25_2025_04_26",2025-04-26,17356,32880,"RSV-A",3368.3503,74363,"Laupen",786158.275040006,NA
"204",66700,"25_2025_04_26",2025-04-26,17356,32880,"RSV-B",0,74363,"Laupen",0,NA
"205",66700,"25_2025_05_01",2025-05-01,17576,32880,"RSV-A",0,74363,"Laupen",0,NA
"206",66700,"25_2025_05_01",2025-05-01,17576,32880,"RSV-B",0,74363,"Laupen",0,NA
"207",66700,"25_2025_05_04",2025-05-04,50425,32880,"RSV-A",0,74363,"Laupen",0,NA
"208",66700,"25_2025_05_04",2025-05-04,50425,32880,"RSV-B",0,74363,"Laupen",0,NA
"209",270101,"15_2024_11_08",2024-11-08,65174,32880,"RSV-A",0,262917,"Basel",0,NA
"210",270101,"15_2024_11_08",2024-11-08,65174,32880,"RSV-B",0,262917,"Basel",0,NA
"211",270101,"15_2024_11_10",2024-11-10,60910,32880,"RSV-A",0,262917,"Basel",0,NA
"212",270101,"15_2024_11_10",2024-11-10,60910,32880,"RSV-B",0,262917,"Basel",0,NA
"213",270101,"15_2024_11_17",2024-11-17,56710,32880,"RSV-A",0,262917,"Basel",0,NA
"214",270101,"15_2024_11_17",2024-11-17,56710,32880,"RSV-B",0,262917,"Basel",0,NA
"215",270101,"15_2024_11_18",2024-11-18,61704,32880,"RSV-A",0,262917,"Basel",0,0
"216",270101,"15_2024_11_18",2024-11-18,61704,32880,"RSV-B",0,262917,"Basel",0,0
"217",270101,"15_2024_11_22",2024-11-22,97264,32880,"RSV-A",0,262917,"Basel",0,0
"218",270101,"15_2024_11_22",2024-11-22,97264,32880,"RSV-B",0,262917,"Basel",0,0
"219",270101,"15_2024_11_25",2024-11-25,108064,32880,"RSV-A",3664.3503,262917,"Basel",1506119.23466037,0
"220",270101,"15_2024_11_25",2024-11-25,108064,32880,"RSV-B",0,262917,"Basel",0,0
"221",270101,"15_2024_11_29",2024-11-29,74567,32880,"RSV-A",0,262917,"Basel",0,0
"222",270101,"15_2024_11_29",2024-11-29,74567,32880,"RSV-B",0,262917,"Basel",0,0
"223",270101,"15_2024_12_01",2024-12-01,61436,32880,"RSV-A",0,262917,"Basel",0,0
"224",270101,"15_2024_12_01",2024-12-01,61436,32880,"RSV-B",0,262917,"Basel",0,0
"225",270101,"15_2024_12_08",2024-12-08,88981,32880,"RSV-A",0,262917,"Basel",0,0
"226",270101,"15_2024_12_08",2024-12-08,88981,32880,"RSV-B",0,262917,"Basel",0,0
"227",270101,"15_2024_12_09",2024-12-09,79946,32880,"RSV-A",5702.0757,262917,"Basel",1733848.11142756,0
"228",270101,"15_2024_12_09",2024-12-09,79946,32880,"RSV-B",5099.2246,262917,"Basel",1550537.27933759,0
"229",270101,"15_2024_12_13",2024-12-13,63642,32880,"RSV-A",0,262917,"Basel",0,0
"230",270101,"15_2024_12_13",2024-12-13,63642,32880,"RSV-B",0,262917,"Basel",0,0
"231",270101,"15_2024_12_16",2024-12-16,62963,32880,"RSV-A",4572.782,262917,"Basel",1095083.51710236,0
"232",270101,"15_2024_12_16",2024-12-16,62963,32880,"RSV-B",0,262917,"Basel",0,0
"233",270101,"15_2025_01_01",2025-01-01,48343,32880,"RSV-A",0,262917,"Basel",0,0
"234",270101,"15_2025_01_01",2025-01-01,48343,32880,"RSV-B",0,262917,"Basel",0,667126.851488493
"235",270101,"15_2025_01_03",2025-01-03,114576,32880,"RSV-A",0,262917,"Basel",0,0
"236",270101,"15_2025_01_03",2025-01-03,114576,32880,"RSV-B",1530.8528,262917,"Basel",667126.851488493,405571.655151245
"237",270101,"15_2025_01_08",2025-01-08,143122,32880,"RSV-A",0,262917,"Basel",0,811167.081673684
"238",270101,"15_2025_01_08",2025-01-08,143122,32880,"RSV-B",1734.8501,262917,"Basel",944386.312076435,667126.851488493
"239",270101,"15_2025_01_12",2025-01-12,64736,32880,"RSV-A",7508.857,262917,"Basel",1848847.22841049,811167.081673684
"240",270101,"15_2025_01_12",2025-01-12,64736,32880,"RSV-B",4491.733,262917,"Basel",1105964.34421509,944386.312076435
"241",270101,"15_2025_01_16",2025-01-16,63003,32880,"RSV-A",3385.0708,262917,"Basel",811167.081673684,1848847.22841049
"242",270101,"15_2025_01_16",2025-01-16,63003,32880,"RSV-B",1692.4858,262917,"Basel",405571.655151245,1105964.34421509
"243",270101,"15_2025_01_20",2025-01-20,61394,32880,"RSV-A",23926.871,262917,"Basel",5587186.51960124,1848847.22841049
"244",270101,"15_2025_01_20",2025-01-20,61394,32880,"RSV-B",31951.375,262917,"Basel",7460996.11949779,1105964.34421509
"245",270101,"15_2025_01_21",2025-01-21,60528,32880,"RSV-A",29905.354,262917,"Basel",6884725.09161446,1848847.22841049
"246",270101,"15_2025_01_21",2025-01-21,60528,32880,"RSV-B",30462.807,262917,"Basel",7013060.32738849,2090119.67280549
"247",270101,"15_2025_01_24",2025-01-24,61815,32880,"RSV-A",74039.22,262917,"Basel",17407525.5091911,5587186.51960124
"248",270101,"15_2025_01_24",2025-01-24,61815,32880,"RSV-B",8889.881,262917,"Basel",2090119.67280549,2805878.75407068
"249",270101,"15_2025_01_29",2025-01-29,78073,32880,"RSV-A",0,262917,"Basel",0,5587186.51960124
"250",270101,"15_2025_01_29",2025-01-29,78073,32880,"RSV-B",3340.9502,262917,"Basel",992092.580413591,3843411.57393398
"251",270101,"15_2025_02_02",2025-02-02,57936,32880,"RSV-A",7877.7754,262917,"Basel",1735934.89798834,2928040.27608713
"252",270101,"15_2025_02_02",2025-02-02,57936,32880,"RSV-B",12733.244,262917,"Basel",2805878.75407068,2805878.75407068
"253",270101,"15_2025_02_06",2025-02-06,62256,32880,"RSV-A",27133.379,262917,"Basel",6424900.7976814,1735934.89798834
"254",270101,"15_2025_02_06",2025-02-06,62256,32880,"RSV-B",16231.339,262917,"Basel",3843411.57393398,2239345.01624962
"255",270101,"15_2025_02_10",2025-02-10,87299,32880,"RSV-A",8818.332,262917,"Basel",2928040.27608713,1735934.89798834
"256",270101,"15_2025_02_10",2025-02-10,87299,32880,"RSV-B",15602.612,262917,"Basel",5180693.62189588,2564372.86707972
"257",270101,"15_2025_02_11",2025-02-11,96773,32880,"RSV-A",3158.3142,262917,"Basel",1162494.39966453,2145393.21370623
"258",270101,"15_2025_02_11",2025-02-11,96773,32880,"RSV-B",5120.747,262917,"Basel",1884815.54799043,2564372.86707972
"259",270101,"15_2025_02_14",2025-02-14,73449,32880,"RSV-A",3079.731,262917,"Basel",860359.58960052,2244348.67018108
"260",270101,"15_2025_02_14",2025-02-14,73449,32880,"RSV-B",8015.9277,262917,"Basel",2239345.01624962,2564372.86707972
"261",270101,"15_2025_02_19",2025-02-19,62922,32880,"RSV-A",9377.919,262917,"Basel",2244348.67018108,2244348.67018108
"262",270101,"15_2025_02_19",2025-02-19,62922,32880,"RSV-B",10715.127,262917,"Basel",2564372.86707972,2239345.01624962
"263",270101,"15_2025_02_23",2025-02-23,62262,32880,"RSV-A",9059.464,262917,"Basel",2145393.21370623,2244348.67018108
"264",270101,"15_2025_02_23",2025-02-23,62262,32880,"RSV-B",6271.067,262917,"Basel",1485066.28918632,2063213.43754873
"265",270101,"15_2025_02_27",2025-02-27,85169,32880,"RSV-A",12174.311,262917,"Basel",3943730.88677796,2244348.67018108
"266",270101,"15_2025_02_27",2025-02-27,85169,32880,"RSV-B",8418.887,262917,"Basel",2727203.59239988,2063213.43754873
"267",270101,"15_2025_03_03",2025-03-03,57160,32880,"RSV-A",22382.379,262917,"Basel",4866086.19313319,2244348.67018108
"268",270101,"15_2025_03_03",2025-03-03,57160,32880,"RSV-B",9490.096,262917,"Basel",2063213.43754873,1485066.28918632
"269",270101,"15_2025_03_04",2025-03-04,57742,32880,"RSV-A",14521.352,262917,"Basel",3189188.63057163,2145393.21370623
"270",270101,"15_2025_03_04",2025-03-04,57742,32880,"RSV-B",5451.909,262917,"Basel",1197351.74780634,1485066.28918632
"271",270101,"15_2025_03_07",2025-03-07,56987,32880,"RSV-A",1450.5625,262917,"Basel",314407.988785434,1232334.69645173
"272",270101,"15_2025_03_07",2025-03-07,56987,32880,"RSV-B",0,262917,"Basel",0,2063213.43754873
"273",270101,"15_2025_03_12",2025-03-12,125699,32880,"RSV-A",1430.1063,262917,"Basel",683725.022739876,1232334.69645173
"274",270101,"15_2025_03_12",2025-03-12,125699,32880,"RSV-B",0,262917,"Basel",0,2063213.43754873
"275",270101,"15_2025_03_16",2025-03-16,90284,32880,"RSV-A",1302.7894,262917,"Basel",447369.467130691,683725.022739876
"276",270101,"15_2025_03_16",2025-03-16,90284,32880,"RSV-B",8437.082,262917,"Basel",2897239.47591065,2897239.47591065
"277",270101,"15_2025_03_20",2025-03-20,60899,32880,"RSV-A",5320.313,262917,"Basel",1232334.69645173,683725.022739876
"278",270101,"15_2025_03_20",2025-03-20,60899,32880,"RSV-B",20568.898,262917,"Basel",4764337.48788401,2897239.47591065
"279",270101,"15_2025_03_24",2025-03-24,80618,32880,"RSV-A",5263.242,262917,"Basel",1613863.09579069,683725.022739876
"280",270101,"15_2025_03_24",2025-03-24,80618,32880,"RSV-B",11554.023,262917,"Basel",3542799.53831057,2897239.47591065
"281",270101,"15_2025_03_25",2025-03-25,69512,32880,"RSV-A",1779.0609,262917,"Basel",470361.677947033,470361.677947033
"282",270101,"15_2025_03_25",2025-03-25,69512,32880,"RSV-B",11474.918,262917,"Basel",3033826.26462344,2897239.47591065
"283",270101,"15_2025_03_28",2025-03-28,59119,32880,"RSV-A",3526.107,262917,"Basel",792873.491379409,470361.677947033
"284",270101,"15_2025_03_28",2025-03-28,59119,32880,"RSV-B",3518.3967,262917,"Basel",791139.768471799,791139.768471799
"285",270101,"15_2025_04_02",2025-04-02,48955,32880,"RSV-A",0,262917,"Basel",0,259073.687358368
"286",270101,"15_2025_04_02",2025-04-02,48955,32880,"RSV-B",0,262917,"Basel",0,605525.382002685
"287",270101,"15_2025_04_06",2025-04-06,46868,32880,"RSV-A",1453.3344,262917,"Basel",259073.687358368,259073.687358368
"288",270101,"15_2025_04_06",2025-04-06,46868,32880,"RSV-B",1453.3344,262917,"Basel",259073.687358368,597883.111128227
"289",270101,"15_2025_04_10",2025-04-10,53755,32880,"RSV-A",0,262917,"Basel",0,236603.975992043
"290",270101,"15_2025_04_10",2025-04-10,53755,32880,"RSV-B",2924.2607,262917,"Basel",597883.111128227,492039.384788736
"291",270101,"15_2025_04_14",2025-04-14,109400,32880,"RSV-A",0,262917,"Basel",0,0
"292",270101,"15_2025_04_14",2025-04-14,109400,32880,"RSV-B",1455.2369,262917,"Basel",605525.382002685,479190.894336996
"293",270101,"15_2025_04_15",2025-04-15,91797,32880,"RSV-A",1347.9972,262917,"Basel",470650.80983124,236603.975992043
"294",270101,"15_2025_04_15",2025-04-15,91797,32880,"RSV-B",1409.2565,262917,"Basel",492039.384788736,479190.894336996
"295",270101,"15_2025_04_18",2025-04-18,46079,32880,"RSV-A",1350.0121,262917,"Basel",236603.975992043,NA
"296",270101,"15_2025_04_18",2025-04-18,46079,32880,"RSV-B",2734.1616,262917,"Basel",479190.894336996,NA
"297",270101,"15_2025_05_01",2025-05-01,46142,32880,"RSV-A",0,262917,"Basel",0,NA
"298",270101,"15_2025_05_01",2025-05-01,46142,32880,"RSV-B",0,262917,"Basel",0,NA
"299",270101,"15_2025_05_05",2025-05-05,138358,32880,"RSV-A",1449.1807,262917,"Basel",762619.926785259,NA
"300",270101,"15_2025_05_05",2025-05-05,138358,32880,"RSV-B",0,262917,"Basel",0,NA
"301",390101,"17_2024_11_08",2024-11-08,12593,32880,"RSV-A",1615.7504,54729,"Chur",371779.948239507,NA
"302",390101,"17_2024_11_08",2024-11-08,12593,32880,"RSV-B",0,54729,"Chur",0,NA
"303",390101,"17_2024_11_09",2024-11-09,11500,32880,"RSV-A",0,54729,"Chur",0,NA
"304",390101,"17_2024_11_09",2024-11-09,11500,32880,"RSV-B",0,54729,"Chur",0,NA
"305",390101,"17_2024_11_16",2024-11-16,11403,32880,"RSV-A",6057.314,54729,"Chur",1262064.92978129,NA
"306",390101,"17_2024_11_16",2024-11-16,11403,32880,"RSV-B",0,54729,"Chur",0,NA
"307",390101,"17_2024_11_17",2024-11-17,11479,32880,"RSV-A",0,54729,"Chur",0,0
"308",390101,"17_2024_11_17",2024-11-17,11479,32880,"RSV-B",0,54729,"Chur",0,0
"309",390101,"17_2024_11_22",2024-11-22,15964,32880,"RSV-A",0,54729,"Chur",0,0
"310",390101,"17_2024_11_22",2024-11-22,15964,32880,"RSV-B",0,54729,"Chur",0,0
"311",390101,"17_2024_11_24",2024-11-24,24748,32880,"RSV-A",5598.105,54729,"Chur",2531416.66282958,1096854.65877323
"312",390101,"17_2024_11_24",2024-11-24,24748,32880,"RSV-B",0,54729,"Chur",0,0
"313",390101,"17_2024_11_29",2024-11-29,15637,32880,"RSV-A",0,54729,"Chur",0,1096854.65877323
"314",390101,"17_2024_11_29",2024-11-29,15637,32880,"RSV-B",1370.2375,54729,"Chur",391500.005253156,0
"315",390101,"17_2024_11_30",2024-11-30,11635,32880,"RSV-A",5159.412,54729,"Chur",1096854.65877323,1842295.98434103
"316",390101,"17_2024_11_30",2024-11-30,11635,32880,"RSV-B",0,54729,"Chur",0,333610.187242595
"317",390101,"17_2024_12_07",2024-12-07,13573,32880,"RSV-A",7428.499,54729,"Chur",1842295.98434103,1842295.98434103
"318",390101,"17_2024_12_07",2024-12-07,13573,32880,"RSV-B",2996.0015,54729,"Chur",743019.758437026,361687.382811672
"319",390101,"17_2024_12_08",2024-12-08,13097,32880,"RSV-A",12271.6875,54729,"Chur",2936693.36526339,1669663.4190283
"320",390101,"17_2024_12_08",2024-12-08,13097,32880,"RSV-B",1511.3987,54729,"Chur",361687.382811672,361687.382811672
"321",390101,"17_2024_12_13",2024-12-13,12592,32880,"RSV-A",17611.195,54729,"Chur",4051968.19675127,1669663.4190283
"322",390101,"17_2024_12_13",2024-12-13,12592,32880,"RSV-B",1449.9803,54729,"Chur",333610.187242595,361687.382811672
"323",390101,"17_2024_12_15",2024-12-15,15231,32880,"RSV-A",4138.1846,54729,"Chur",1151650.67226882,1842295.98434103
"324",390101,"17_2024_12_15",2024-12-15,15231,32880,"RSV-B",12412.186,54729,"Chur",3454293.06155786,743019.758437026
"325",390101,"17_2024_12_20",2024-12-20,18452,32880,"RSV-A",4952.255,54729,"Chur",1669663.4190283,2477366.0373842
"326",390101,"17_2024_12_20",2024-12-20,18452,32880,"RSV-B",0,54729,"Chur",0,1758389.03305377
"327",390101,"17_2024_12_21",2024-12-21,12006,32880,"RSV-A",2907.473,54729,"Chur",637817.625719454,2477366.0373842
"328",390101,"17_2024_12_21",2024-12-21,12006,32880,"RSV-B",8015.565,54729,"Chur",1758389.03305377,1758389.03305377
"329",390101,"17_2024_12_28",2024-12-28,12315,32880,"RSV-A",11009.644,54729,"Chur",2477366.0373842,2477366.0373842
"330",390101,"17_2024_12_28",2024-12-28,12315,32880,"RSV-B",31575.879,54729,"Chur",7105135.30093735,2334764.80955252
"331",390101,"17_2024_12_29",2024-12-29,12169,32880,"RSV-A",15751.3125,54729,"Chur",3502306.30584334,2621290.72866305
"332",390101,"17_2024_12_29",2024-12-29,12169,32880,"RSV-B",10500.398,54729,"Chur",2334764.80955252,1758389.03305377
"333",390101,"17_2025_01_01",2025-01-01,11907,32880,"RSV-A",12048.427,54729,"Chur",2621290.72866305,2621290.72866305
"334",390101,"17_2025_01_01",2025-01-01,11907,32880,"RSV-B",6594.091,54729,"Chur",1434629.56635422,2334764.80955252
"335",390101,"17_2025_01_03",2025-01-03,19711,32880,"RSV-A",10367.337,54729,"Chur",3733862.84432385,2621290.72866305
"336",390101,"17_2025_01_03",2025-01-03,19711,32880,"RSV-B",10367.337,54729,"Chur",3733862.84432385,2334764.80955252
"337",390101,"17_2025_01_09",2025-01-09,15829,32880,"RSV-A",10713.605,54729,"Chur",3098643.38001791,3098643.38001791
"338",390101,"17_2025_01_09",2025-01-09,15829,32880,"RSV-B",5899.992,54729,"Chur",1706425.72252371,2135107.55226662
"339",390101,"17_2025_01_11",2025-01-11,14843,32880,"RSV-A",7791.5127,54729,"Chur",2113128.74355643,3098643.38001791
"340",390101,"17_2025_01_11",2025-01-11,14843,32880,"RSV-B",16090.824,54729,"Chur",4363977.06210601,2135107.55226662
"341",390101,"17_2025_01_13",2025-01-13,12884,32880,"RSV-A",7385.66,54729,"Chur",1738691.43306108,3733862.84432385
"342",390101,"17_2025_01_13",2025-01-13,12884,32880,"RSV-B",9069.567,54729,"Chur",2135107.55226662,3733862.84432385
"343",390101,"17_2025_01_19",2025-01-19,12354,32880,"RSV-A",79190.61,54729,"Chur",17875729.4293702,3098643.38001791
"344",390101,"17_2025_01_19",2025-01-19,12354,32880,"RSV-B",9025.948,54729,"Chur",2037431.00718084,2135107.55226662
"345",390101,"17_2025_01_21",2025-01-21,12910,32880,"RSV-A",23467.203,54729,"Chur",5535668.30619964,5535668.30619964
"346",390101,"17_2025_01_21",2025-01-21,12910,32880,"RSV-B",21435.777,54729,"Chur",5056476.11083703,3058292.41235908
"347",390101,"17_2025_01_24",2025-01-24,12880,32880,"RSV-A",52348.242,54729,"Chur",12319709.0566245,5535668.30619964
"348",390101,"17_2025_01_24",2025-01-24,12880,32880,"RSV-B",16661.195,54729,"Chur",3921069.11509437,2135107.55226662
"349",390101,"17_2025_01_29",2025-01-29,21048,32880,"RSV-A",4906.777,54729,"Chur",1887077.09433755,6117266.69882512
"350",390101,"17_2025_01_29",2025-01-29,21048,32880,"RSV-B",5370.3643,54729,"Chur",2065366.21875788,2065366.21875788
"351",390101,"17_2025_02_01",2025-02-01,13196,32880,"RSV-A",25370.71,54729,"Chur",6117266.69882512,5535668.30619964
"352",390101,"17_2025_02_01",2025-02-01,13196,32880,"RSV-B",12683.941,54729,"Chur",3058292.41235908,2065366.21875788
"353",390101,"17_2025_02_06",2025-02-06,9317,32880,"RSV-A",10535.084,54729,"Chur",1793480.19565495,6117266.69882512
"354",390101,"17_2025_02_06",2025-02-06,9317,32880,"RSV-B",2190.936,54729,"Chur",372982.344131996,2065366.21875788
"355",390101,"17_2025_02_09",2025-02-09,9402,32880,"RSV-A",40074.008,54729,"Chur",6884390.78397193,6091373.08830784
"356",390101,"17_2025_02_09",2025-02-09,9402,32880,"RSV-B",10469.041,54729,"Chur",1798496.65592282,2065366.21875788
"357",390101,"17_2025_02_10",2025-02-10,10393,32880,"RSV-A",23763.006,54729,"Chur",4512578.73080085,6117266.69882512
"358",390101,"17_2025_02_10",2025-02-10,10393,32880,"RSV-B",6431.421,54729,"Chur",1221322.48813243,2185004.98094246
"359",390101,"17_2025_02_14",2025-02-14,12589,32880,"RSV-A",55404.03,54729,"Chur",12744273.3042811,6091373.08830784
"360",390101,"17_2025_02_14",2025-02-14,12589,32880,"RSV-B",9499.018,54729,"Chur",2185004.98094246,1916859.97368854
"361",390101,"17_2025_02_18",2025-02-18,10125,32880,"RSV-A",32925.902,54729,"Chur",6091373.08830784,6091373.08830784
"362",390101,"17_2025_02_18",2025-02-18,10125,32880,"RSV-B",14196.387,54729,"Chur",2626366.61322151,2185004.98094246
"363",390101,"17_2025_02_22",2025-02-22,9425,32880,"RSV-A",58623.523,54729,"Chur",10095684.2674816,4512578.73080085
"364",390101,"17_2025_02_22",2025-02-22,9425,32880,"RSV-B",19611.111,54729,"Chur",3377272.03447898,2185004.98094246
"365",390101,"17_2025_02_26",2025-02-26,9970,32880,"RSV-A",14363.367,54729,"Chur",2616579.30877597,3637707.33691462
"366",390101,"17_2025_02_26",2025-02-26,9970,32880,"RSV-B",10522.35,54729,"Chur",1916859.97368854,2185004.98094246
"367",390101,"17_2025_03_02",2025-03-02,8882,32880,"RSV-A",22414.781,54729,"Chur",3637707.33691462,3041881.70765042
"368",390101,"17_2025_03_02",2025-03-02,8882,32880,"RSV-B",17423.328,54729,"Chur",2827641.6396426,1916859.97368854
"369",390101,"17_2025_03_06",2025-03-06,9507,32880,"RSV-A",16427.3,54729,"Chur",2853593.90999287,2853593.90999287
"370",390101,"17_2025_03_06",2025-03-06,9507,32880,"RSV-B",9721.463,54729,"Chur",1688719.85128542,1688719.85128542
"371",390101,"17_2025_03_07",2025-03-07,10822,32880,"RSV-A",15383.399,54729,"Chur",3041881.70765042,2654210.00038371
"372",390101,"17_2025_03_07",2025-03-07,10822,32880,"RSV-B",1566.5321,54729,"Chur",309762.838462241,1455048.35484295
"373",390101,"17_2025_03_10",2025-03-10,10879,32880,"RSV-A",4302.2627,54729,"Chur",855201.372458843,2853593.90999287
"374",390101,"17_2025_03_10",2025-03-10,10879,32880,"RSV-B",1340.8678,54729,"Chur",266536.951089916,1445958.71972811
"375",390101,"17_2025_03_15",2025-03-15,10767,32880,"RSV-A",13491.433,54729,"Chur",2654210.00038371,2853593.90999287
"376",390101,"17_2025_03_15",2025-03-15,10767,32880,"RSV-B",7396.0566,54729,"Chur",1455048.35484295,949393.667404849
"377",390101,"17_2025_03_18",2025-03-18,10063,32880,"RSV-A",7444.433,54729,"Chur",1368805.00792998,3041881.70765042
"378",390101,"17_2025_03_18",2025-03-18,10063,32880,"RSV-B",7864.044,54729,"Chur",1445958.71972811,949393.667404849
"379",390101,"17_2025_03_25",2025-03-25,9877,32880,"RSV-A",47000.875,54729,"Chur",8482297.18019697,2654210.00038371
"380",390101,"17_2025_03_25",2025-03-25,9877,32880,"RSV-B",1363.2572,54729,"Chur",246028.455926474,1390077.98001973
"381",390101,"17_2025_03_26",2025-03-26,9778,32880,"RSV-A",22124.717,54729,"Chur",3952849.18098266,2654210.00038371
"382",390101,"17_2025_03_26",2025-03-26,9778,32880,"RSV-B",5313.9053,54729,"Chur",949393.667404849,1390077.98001973
"383",390101,"17_2025_03_28",2025-03-28,10077,32880,"RSV-A",36912.312,54729,"Chur",6796494.875185,1862320.73014307
"384",390101,"17_2025_03_28",2025-03-28,10077,32880,"RSV-B",12645.049,54729,"Chur",2328274.93235762,1353384.93988562
"385",390101,"17_2025_04_03",2025-04-03,10071,32880,"RSV-A",10120.44,54729,"Chur",1862320.73014307,2202889.01618886
"386",390101,"17_2025_04_03",2025-04-03,10071,32880,"RSV-B",7554.1235,54729,"Chur",1390077.98001973,1353384.93988562
"387",390101,"17_2025_04_05",2025-04-05,9217,32880,"RSV-A",4392.2085,54729,"Chur",739698.984898317,1862320.73014307
"388",390101,"17_2025_04_05",2025-04-05,9217,32880,"RSV-B",7370.073,54729,"Chur",1241205.99391547,1353384.93988562
"389",390101,"17_2025_04_07",2025-04-07,9125,32880,"RSV-A",4900.9683,54729,"Chur",817141.474127063,1157081.18531674
"390",390101,"17_2025_04_07",2025-04-07,9125,32880,"RSV-B",8117.195,54729,"Chur",1353384.93988562,1353384.93988562
"391",390101,"17_2025_04_13",2025-04-13,9931,32880,"RSV-A",12139.957,54729,"Chur",2202889.01618886,817141.474127063
"392",390101,"17_2025_04_13",2025-04-13,9931,32880,"RSV-B",10288.102,54729,"Chur",1866855.61515833,1241205.99391547
"393",390101,"17_2025_04_15",2025-04-15,9654,32880,"RSV-A",3107.7134,54729,"Chur",548189.536874418,739698.984898317
"394",390101,"17_2025_04_15",2025-04-15,9654,32880,"RSV-B",0,54729,"Chur",0,689803.410995998
"395",390101,"17_2025_04_18",2025-04-18,9292,32880,"RSV-A",6815.0986,54729,"Chur",1157081.18531674,731328.154214402
"396",390101,"17_2025_04_18",2025-04-18,9292,32880,"RSV-B",2665.8428,54729,"Chur",452612.167180106,689803.410995998
"397",390101,"17_2025_04_23",2025-04-23,10862,32880,"RSV-A",3215.77,54729,"Chur",638230.074366424,638230.074366424
"398",390101,"17_2025_04_23",2025-04-23,10862,32880,"RSV-B",3202.9907,54729,"Chur",635693.781786621,635693.781786621
"399",390101,"17_2025_04_26",2025-04-26,8428,32880,"RSV-A",4749.034,54729,"Chur",731328.154214402,NA
"400",390101,"17_2025_04_26",2025-04-26,8428,32880,"RSV-B",4479.3843,54729,"Chur",689803.410995998,NA
"401",390101,"17_2025_05_01",2025-05-01,9393,32880,"RSV-A",0,54729,"Chur",0,NA
"402",390101,"17_2025_05_01",2025-05-01,9393,32880,"RSV-B",4346.452,54729,"Chur",745970.575672861,NA
"403",390101,"17_2025_05_04",2025-05-04,16079,32880,"RSV-A",0,54729,"Chur",0,NA
"404",390101,"17_2025_05_04",2025-05-04,16079,32880,"RSV-B",1865.892,54729,"Chur",548186.107328839,NA
"405",515100,"5_2024_11_08",2024-11-08,50786,32880,"RSV-A",0,117963,"Lugano",0,NA
"406",515100,"5_2024_11_08",2024-11-08,50786,32880,"RSV-B",2381.8804,117963,"Lugano",1025458.64376457,NA
"407",515100,"5_2024_11_09",2024-11-09,47653,32880,"RSV-A",1240.9769,117963,"Lugano",501312.040349092,NA
"408",515100,"5_2024_11_09",2024-11-09,47653,32880,"RSV-B",0,117963,"Lugano",0,NA
"409",515100,"5_2024_11_16",2024-11-16,42417,32880,"RSV-A",0,117963,"Lugano",0,NA
